0,735268,492611
1,981036,508139
2,534120,-42453
3,577878,-43732
4,532890,-96645
5,205322,215891
6,225923,197950
7,69842,667632
8,391965,1054524
9,310065,-10714
10,247401,754523
11,217951,218350
12,443097,54051
13,47342,630935
14,317515,713679
15,301816,1021772
16,950864,332234
17,276433,725657
18,921801,410349
19,555508,67090
20,409959,379409
21,968097,540588
22,40089,721860
23,702011,527050
24,726191,326684
25,990428,196959
26,381890,1003805
27,409527,1056227
28,675609,496310
29,971071,188552
30,932494,818793
31,936083,384774
32,835076,517826
33,120444,663239
34,648516,95774
35,402323,126508
36,307839,57178
37,397333,987582
38,314281,949219
39,105042,667806
40,1006036,468020
41,473356,311656
42,970499,257334
43,919732,458332
44,1033956,436231
45,934265,314744
46,239142,55856
47,720304,525053
48,480764,1058084
49,970063,396578
50,543132,334794
51,755587,491352
52,975653,745618
53,272842,58331
54,537123,165900
55,519742,129315
56,35924,947451
57,1064442,490895
58,489393,117496
59,631320,277543
60,261674,961159
61,534617,58056
62,691689,512673
63,182654,715277
64,945838,459916
65,627821,-838
66,1022110,283893
67,458725,143747
68,273755,-10984
69,293760,805861
70,466598,160110
71,906179,264649
72,712619,535794
73,240847,212619
74,993782,930601
75,322034,925655
76,954600,443790
77,995817,521789
78,267943,-26353
79,674673,332544
80,978160,748015
81,353466,1077036
82,371788,950118
83,779223,446051
84,525136,311620
85,1026402,609181
86,619524,-3330
87,644232,440581
88,198821,272321
89,280990,298348
90,475893,278934
91,291897,964145
92,476091,102274
93,34538,935151
94,985493,331624
95,25533,991767
96,1029016,248202
97,1041034,983317
98,922880,836157
99,754748,378532
100,193676,209011
101,269511,991097
102,608351,334935
103,221344,712137
104,940795,808773
105,35503,903653
106,194163,-8394
107,459581,335048
108,331638,1096815
109,538796,317093
110,505069,123029
111,706191,481820
112,974314,819460
113,335170,808699
114,774079,491470
115,727757,567077
116,469054,308841
117,982345,808600
118,635739,329982
119,559782,199329
120,865983,362039
121,566229,32945
122,945355,443621
123,343074,1043145
124,456407,356580
125,930994,863608
126,465030,165426
127,585931,271316
128,78142,896258
129,228762,757017
130,641748,302745
131,265500,967350
132,-18619,985581
133,437681,78375
134,657303,473671
135,207311,190512
136,1039916,606173
137,501654,342980
138,808872,431227
139,979141,290493
140,962582,325713
141,858477,607859
142,682062,285319
143,1018123,948910
144,555686,23786
145,895287,454109
146,373296,947968
147,-3116,976012
148,617542,115270